,Open,High,Low,Close,Date,Fib Level 0,Fib Level 1,Fib Level 2,Fib Level 3,Fib Level 4,Fib Level 5,Fib Level 6,8_upperBand,8_lowerBand,16_upperBand,16_lowerBand,20_upperBand,20_lowerBand,50_upperBand,50_lowerBand,100_upperBand,100_lowerBand,250_upperBand,250_lowerBand,12_26_macd,signal,5_10_macd,8_rolling_mean,8_rolling_median,12_rolling_mean,12_rolling_median,24_rolling_mean,24_rolling_median,240_rolling_mean,240_rolling_median,720_rolling_mean,720_rolling_median,Open_ratio,High_ratio,Low_ratio,Close_ratio,Fib Level 0_ratio,Fib Level 1_ratio,Fib Level 2_ratio,Fib Level 3_ratio,Fib Level 4_ratio,Fib Level 5_ratio,Fib Level 6_ratio,8_upperBand_ratio,8_lowerBand_ratio,16_upperBand_ratio,16_lowerBand_ratio,20_upperBand_ratio,20_lowerBand_ratio,50_upperBand_ratio,50_lowerBand_ratio,100_upperBand_ratio,100_lowerBand_ratio,250_upperBand_ratio,250_lowerBand_ratio,12_26_macd_ratio,signal_ratio,5_10_macd_ratio,8_rolling_mean_ratio,8_rolling_median_ratio,12_rolling_mean_ratio,12_rolling_median_ratio,24_rolling_mean_ratio,24_rolling_median_ratio,240_rolling_mean_ratio,240_rolling_median_ratio,720_rolling_mean_ratio,720_rolling_median_ratio,will_be_increased
729,151.1999969482422,151.39999389648438,150.89999389648438,151.3000030517578,2023-01-26 16:00:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.02356139286996,151.02643784419058,152.34961022131452,150.8753901601552,152.51519948355661,150.74480112679493,154.2586483469023,146.02135287380082,155.23215585478636,146.3698448776355,157.68484763208775,143.6175519040451,0.33066820136150454,0.03968654301267754,-0.061522337477669,151.52499961853027,151.5,151.48333358764648,151.5,151.60833358764648,151.60000610351562,150.9387498219808,151.3000030517578,144.07513863245646,144.10000610351562,0.066,0.066,0.265,0.0,31.565,21.309,15.727,11.578,7.716,2.658,3.137,0.476,0.181,0.689,0.281,0.797,0.368,1.918,3.615,2.533,3.368,4.049,5.349,45655.837,381137.547,-246026.942,0.148,0.132,0.121,0.132,0.203,0.198,0.239,0.0,5.015,4.997,1.0
730,151.3000030517578,151.6999969482422,151.1999969482422,151.60000610351562,2023-01-26 16:15:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.0382070616317,151.03679370130774,152.16858191102648,150.95641999632215,152.51519948355661,150.74480112679493,154.28057284348765,146.01942837721546,155.0935870329786,146.4304138215136,157.64854998641454,143.72504962296046,0.3176016885444426,0.027571036014603176,-0.020890991977694284,151.53750038146973,151.5500030517578,151.4916674296061,151.5500030517578,151.60000038146973,151.60000610351562,150.96874987284343,151.4000015258789,144.08597197002834,144.1500015258789,0.198,0.066,0.265,0.0,31.826,21.549,15.957,11.799,7.93,2.861,2.945,0.288,0.373,0.374,0.426,0.6,0.567,1.737,3.822,2.253,3.53,3.837,5.479,47632.746,549752.41,-725771.65,0.041,0.033,0.072,0.033,0.0,0.0,0.418,0.132,5.215,5.168,1.0
732,151.89999389648438,152.6999969482422,151.60000610351562,151.8000030517578,2023-01-26 16:45:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.13717183729096,151.03783121446685,152.04619438546456,151.01630752188407,152.50391975912956,150.86608146157354,154.35762630182003,146.0143750409534,154.8240667093066,146.55593451139654,157.60255865102158,143.89984100718152,0.3176992044852227,0.034931478877810125,0.060157880138632436,151.5875015258789,151.6500015258789,151.58333460489908,151.60000610351562,151.66666730244955,151.60000610351562,151.0291665395101,151.5,144.1070830769009,144.1999969482422,0.066,0.589,0.132,0.0,32.0,21.71,16.11,11.947,8.072,2.997,2.817,0.222,0.505,0.162,0.519,0.462,0.619,1.657,3.962,1.953,3.578,3.682,5.49,47681.046,434465.063,252236.024,0.14,0.099,0.143,0.132,0.088,0.132,0.51,0.198,5.338,5.27,0.0
733,151.89999389648438,152.39999389648438,151.39999389648438,151.6999969482422,2023-01-26 17:00:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.0632125056196,151.06179130907768,152.0651268734164,151.0223746524625,152.3007796225797,150.96922159812343,154.38378516757305,146.01221580898945,154.66386530100164,146.63613591970147,157.5828551131394,143.9795445450637,0.30453407957108425,0.039197189960624365,0.05626003429188131,151.56250190734863,151.6500015258789,151.59166717529297,151.6500015258789,151.6458339691162,151.60000610351562,151.06249987284343,151.5,144.1173608462016,144.1999969482422,0.132,0.459,0.198,0.0,31.913,21.629,16.033,11.873,8.001,2.929,2.881,0.239,0.422,0.24,0.449,0.394,0.484,1.738,3.895,1.916,3.453,3.733,5.362,49713.8,386917.531,269540.783,0.091,0.033,0.071,0.033,0.036,0.066,0.422,0.132,5.261,5.201,1.0
734,151.6999969482422,152.60000610351562,151.3000030517578,151.8000030517578,2023-01-26 17:15:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.12372222865915,151.07628234897757,152.09853575950584,151.0264661478428,152.17245237267858,151.03754976355188,154.39825442590174,146.0097466727311,154.50670310699675,146.71729805267123,157.56168847206717,144.0623111617219,0.2987267440405219,0.044533087455681374,0.06587667743590941,151.60000228881836,151.6999969482422,151.6166674296061,151.6999969482422,151.65416717529297,151.60000610351562,151.09624989827475,151.5,144.12791641023423,144.1999969482422,0.066,0.524,0.33,0.0,32.0,21.71,16.11,11.947,8.072,2.997,2.817,0.213,0.479,0.196,0.512,0.245,0.505,1.683,3.966,1.752,3.464,3.657,5.371,50715.672,340770.152,230330.57,0.132,0.066,0.121,0.066,0.096,0.132,0.466,0.198,5.323,5.27,0.0
735,151.8000030517578,152.1999969482422,150.89999389648438,151.39999389648438,2023-01-26 17:30:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.09635512587795,151.02864868881932,152.09160312676147,151.00839725470826,152.1174141006709,151.032587425208,154.41740171559752,146.0105993830353,154.35449173925585,146.79150923730666,157.52810058293454,144.1598990508545,0.2588629816623893,0.03693089905992656,0.006522145476907326,151.56250190734863,151.6500015258789,151.59166717529297,151.6500015258789,151.6750005086263,151.60000610351562,151.1229165395101,151.5,144.13722196155123,144.1999969482422,0.264,0.526,0.331,0.0,31.652,21.389,15.804,11.652,7.787,2.725,3.073,0.458,0.246,0.455,0.259,0.472,0.243,1.954,3.691,1.914,3.139,3.89,5.022,58386.537,409854.801,2321221.94,0.107,0.165,0.126,0.165,0.181,0.132,0.183,0.066,5.039,4.993,0.0
736,151.3000030517578,151.39999389648438,150.3000030517578,150.5,2023-01-26 17:45:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.37189140156266,150.6031108872557,152.2120219788238,150.83797916558538,152.16770171211542,150.82229920341192,154.40559375788084,146.00640758489263,154.22494996071933,146.83905089377285,157.49623556760963,144.24456411500756,0.15288629880711824,-0.0029774901332688883,-0.16261104690605066,151.48750114440918,151.6500015258789,151.50833384195963,151.6500015258789,151.62916692097983,151.60000610351562,151.14708321889242,151.5,144.1455552948846,144.1999969482422,0.529,0.594,0.133,0.0,30.87,20.667,15.115,10.988,7.147,2.115,3.649,1.229,0.068,1.125,0.224,1.096,0.214,2.529,3.078,2.415,2.493,4.442,4.337,98339.168,-5054692.736,-92652.138,0.652,0.758,0.666,0.758,0.745,0.726,0.428,0.66,4.408,4.369,0.0
737,150.39999389648438,150.5,150.1999969482422,150.1999969482422,2023-01-26 18:00:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.62391797559474,150.07608278734472,152.3893404937708,150.4856595062292,152.31757676191535,150.54242384843621,154.4119605271889,146.0160405714439,154.09437092949315,146.8836298639639,157.44981174911254,144.3485879090906,0.044181972796735636,-0.06047505377794116,-0.2904653083566302,151.35000038146973,151.6500015258789,151.3666674296061,151.5500030517578,151.52500025431314,151.60000610351562,151.1695831934611,151.5,144.1533330599467,144.1999969482422,0.133,0.199,0.0,0.0,30.609,20.427,14.886,10.767,6.933,1.911,3.841,1.588,0.083,1.437,0.19,1.39,0.227,2.728,2.865,2.527,2.258,4.605,4.054,339857.651,-248466.868,-51810.133,0.76,0.956,0.771,0.891,0.874,0.923,0.641,0.858,4.195,4.161,0.0
738,149.5,149.60000610351562,147.5,147.5,2023-01-27 10:30:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,153.813475749794,147.86152348726654,153.3721434473956,149.0028565526044,153.1972058723946,149.262794737957,154.435523831143,145.90447738956013,153.9868506192987,146.85315029622865,157.42321208686275,144.40078754692632,-0.25687310439650446,-0.1987181400306999,-0.7516904850417347,150.83749961853027,151.54999542236328,151.0333340962728,151.5,151.32083384195963,151.5500030517578,151.1820831934611,151.5,144.15749972661337,144.1999969482422,1.338,1.404,0.0,0.0,28.261,18.262,12.821,8.776,5.011,0.079,5.57,4.105,0.245,3.829,1.009,3.719,1.181,4.491,1.094,4.213,0.44,6.304,2.146,-57521.348,-74325.735,-19722.438,2.213,2.672,2.339,2.64,2.525,2.672,2.436,2.64,2.319,2.288,1.0
739,147.5,148.3000030517578,147.3000030517578,148.10000610351562,2023-01-27 10:45:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,153.78548551992964,146.96451448007036,153.61366236933782,148.31133877507136,153.45804546515097,148.6519551452006,154.44487678369524,145.84712455907822,153.86183144174197,146.85216971792602,157.39524683103537,144.45835290040992,-0.44195140329139804,-0.332334679897571,-0.8668008393650553,150.375,150.9499969482422,150.73333485921225,151.3499984741211,151.1583340962728,151.5,151.19583320617676,151.5,144.16222196155124,144.1999969482422,0.407,0.135,0.543,0.0,28.783,18.743,13.28,9.218,5.438,0.486,5.186,3.697,0.773,3.589,0.142,3.492,0.371,4.108,1.545,3.745,0.85,5.906,2.521,-33610.473,-44663.512,-17185.817,1.513,1.888,1.747,2.147,2.023,2.244,2.048,2.244,2.731,2.705,0.0
740,148.1999969482422,148.1999969482422,146.6999969482422,147.1999969482422,2023-01-27 11:00:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,153.6366625012593,145.96333597286178,153.9215203866921,147.46598037624736,153.8287341384761,147.91126677705122,154.47373707207004,145.7702643927737,153.81904330653379,146.77895779209905,157.37065837656368,144.5053413792957,-0.6537148874241723,-0.4685517328544396,-1.0134199446819139,149.79999923706055,150.3499984741211,150.4083340962728,151.3499984741211,150.95416704813638,151.5,151.20458316802979,151.5,144.1661108546787,144.1999969482422,0.675,0.675,0.341,0.0,28.0,18.021,12.591,8.555,4.797,0.124,5.762,4.19,0.847,4.367,0.18,4.309,0.481,4.709,0.981,4.303,0.287,6.463,1.865,-22617.461,-31515.954,-14625.074,1.736,2.095,2.133,2.742,2.487,2.838,2.648,2.838,2.104,2.08,1.0
741,147.1999969482422,147.8000030517578,146.8000030517578,147.6999969482422,2023-01-27 11:15:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,153.04623483834186,145.55376363577923,153.9135643558229,146.94893678858628,153.93036024865725,147.41963975134277,154.46198836024274,145.7980128604604,153.76132553315676,146.7306755044409,157.34462789720376,144.55697183424152,-0.7722906668737437,-0.5660847934401741,-0.9562170357831121,149.29999923706055,149.1500015258789,150.10833358764648,150.9499969482422,150.79583358764648,151.5,151.21416651407878,151.5,144.1708330684238,144.1999969482422,0.34,0.068,0.613,0.0,28.435,18.422,12.974,8.923,5.153,0.215,5.442,3.493,1.475,4.037,0.511,4.048,0.19,4.378,1.305,3.942,0.661,6.13,2.174,-19224.923,-26191.497,-15546.284,1.072,0.972,1.604,2.153,2.053,2.508,2.324,2.508,2.448,2.427,0.0
742,147.60000610351562,148.10000610351562,147.10000610351562,147.3000030517578,2023-01-27 11:30:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,152.09936162340557,145.37563685071552,153.92940308668972,146.4080984391892,154.0239914300779,146.90600887509788,154.38262741181643,145.94137405302735,153.7129125869771,146.66708863372605,157.3213769742324,144.60182273279884,-0.8882992303572621,-0.6384014422158985,-0.9276680373187958,148.73749923706055,147.9000015258789,149.75,150.3499984741211,150.62083371480307,151.5,151.22416655222574,151.5,144.17513863245645,144.1999969482422,0.203,0.54,0.136,0.0,28.087,18.102,12.668,8.628,4.869,0.056,5.698,3.155,1.324,4.307,0.609,4.366,0.268,4.588,0.931,4.172,0.432,6.37,1.866,-16682.25,-23173.257,-15978.525,0.966,0.406,1.636,2.029,2.205,2.772,2.595,2.772,2.167,2.15,1.0
743,147.3000030517578,148.10000610351562,146.89999389648438,147.6999969482422,2023-01-27 11:45:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,150.89960775189095,145.6503914851696,153.77567277038042,146.06182875549848,153.97800760074134,146.55199270443447,154.36238242905694,145.9856186695759,153.69440876555643,146.60559245514668,157.2839099458867,144.67128976114452,-0.9371577173514822,-0.6697748368157626,-0.7952684152152187,148.27499961853027,147.6999969482422,149.40833282470703,149.1500015258789,150.45833333333334,151.4499969482422,151.23749987284342,151.5,144.1804164144728,144.25,0.272,0.27,0.545,0.0,28.435,18.422,12.974,8.923,5.153,0.215,5.442,2.12,1.407,3.951,1.122,4.077,0.783,4.316,1.174,3.9,0.746,6.093,2.094,-15860.42,-22152.187,-18672.345,0.388,0.0,1.143,0.972,1.833,2.476,2.339,2.508,2.441,2.392,1.0
744,147.6999969482422,148.3000030517578,147.6999969482422,148.10000610351562,2023-01-27 12:00:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,149.8896049193524,146.06039584358706,153.6345620273098,145.8279394985691,153.88055449931935,146.30944641620798,154.35534063312056,146.00466058758255,153.68048891490366,146.55751248890493,157.2442401711468,144.74615960912664,-0.9328477364578589,-0.6586688506492187,-0.6142449059830426,147.97500038146973,147.6999969482422,149.09999974568686,148.10000610351562,150.34166717529297,151.4499969482422,151.2541665395101,151.5,144.18652753829957,144.3000030517578,0.271,0.135,0.271,0.0,28.783,18.743,13.28,9.218,5.438,0.486,5.186,1.194,1.396,3.602,1.558,3.757,1.224,4.053,1.435,3.631,1.052,5.815,2.317,-15976.118,-22584.744,-24210.905,0.084,0.271,0.671,0.0,1.491,2.212,2.085,2.244,2.714,2.633,0.0
745,148.10000610351562,148.39999389648438,147.3000030517578,147.3000030517578,2023-01-27 12:15:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,148.31708188574387,146.90792040307448,153.46737259713885,145.49512892874006,153.74654986175963,145.98345196929503,154.32979762279234,146.05420384205144,153.6869982825477,146.4810031212609,157.2246993552169,144.7841004494706,-0.9826581346277976,-0.646833166447156,-0.5994904296389052,147.61250114440918,147.5999984741211,148.73333358764648,147.9000015258789,150.16250038146973,151.3499984741211,151.26666653951008,151.5,144.19152754677665,144.3000030517578,0.54,0.741,0.0,0.0,28.087,18.102,12.668,8.628,4.869,0.056,5.698,0.686,0.267,4.019,1.241,4.193,0.902,4.555,0.853,4.156,0.559,6.312,1.738,-15089.954,-22872.488,-24670.868,0.212,0.203,0.964,0.406,1.906,2.676,2.622,2.772,2.156,2.079,1.0
747,147.39999389648438,148.0,147.10000610351562,147.5,2023-01-27 12:45:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,148.12243214484658,146.95256861809287,152.721329755266,145.19117062620373,153.38463301208344,145.525369124147,154.26747336928483,146.17252785141832,153.71447962196595,146.3915216597723,157.17683711455126,144.87596269013622,-0.9924990961168589,-0.5883952633032041,-0.45226441410571283,147.53750038146973,147.5,148.0500005086263,147.5999984741211,149.82083384195963,150.8000030517578,151.29041652679444,151.5,144.202777534061,144.3000030517578,0.068,0.338,0.272,0.0,28.261,18.262,12.821,8.776,5.011,0.079,5.57,0.42,0.373,3.419,1.59,3.837,1.357,4.387,0.908,4.043,0.757,6.157,1.811,-14961.474,-25168.183,-32713.665,0.025,0.0,0.371,0.068,1.549,2.188,2.505,2.64,2.287,2.218,0.0
748,147.39999389648438,147.5,147.10000610351562,147.3000030517578,2023-01-27 13:00:00+03:00,115.0,124.72319927978515,130.73839883422852,135.5999984741211,140.46159811401367,147.38319760131836,156.1999969482422,148.1054933612763,146.99450892754206,152.198253979606,145.15174640186373,153.22707129392023,145.30293053713444,154.20506790596207,146.28293319267075,153.72648356695507,146.32151783685353,157.15039008337257,144.924809745729,-0.9955509315082907,-0.5538338543538023,-0.415588218556195,147.55000114440918,147.5,147.7833340962728,147.5,149.6458339691162,150.3499984741211,151.29999987284342,151.5,144.20763864517212,144.3000030517578,0.068,0.136,0.136,0.0,28.087,18.102,12.668,8.628,4.869,0.056,5.698,0.544,0.208,3.218,1.48,3.868,1.374,4.478,0.695,4.18,0.669,6.268,1.639,-14895.828,-26696.425,-35543.739,0.169,0.136,0.327,0.136,1.568,2.029,2.644,2.772,2.144,2.079,0.0
